sensor_name,statistics_type,description,unit,is_angle,is_counter,is_angle_bool,is_counter_bool,farm
sensor_156,"average,maximum,minimum,std_dev",Temperature 1 planetary bearing C2,Celsius,False,False,False,False,Wind Farm C
sensor_157,"average,maximum,minimum,std_dev",Temperature 1 planetary bearing D1,Celsius,False,False,False,False,Wind Farm C
sensor_158,"average,minimum,std_dev,maximum",Temperature 1 planetary bearing D2,Celsius,False,False,False,False,Wind Farm C
sensor_159,"average,maximum,minimum,std_dev",Temperature 2 planetary bearing A1,Celsius,False,False,False,False,Wind Farm C
sensor_160,"average,maximum,minimum,std_dev",Temperature 2 planetary bearing A2,Celsius,False,False,False,False,Wind Farm C
sensor_161,"average,maximum,minimum,std_dev",Temperature 2 planetary bearing B1,Celsius,False,False,False,False,Wind Farm C
sensor_162,"average,maximum,minimum,std_dev",Temperature 2 planetary bearing B2,Celsius,False,False,False,False,Wind Farm C
sensor_163,"maximum,minimum,average,std_dev",Temperature 2 planetary bearing C1,Celsius,False,False,False,False,Wind Farm C
sensor_164,"average,maximum,minimum,std_dev",Temperature 2 planetary bearing C2,Celsius,False,False,False,False,Wind Farm C
sensor_165,"average,maximum,std_dev,minimum",Temperature 2 planetary bearing D1,Celsius,False,False,False,False,Wind Farm C
sensor_166,"average,maximum,minimum,std_dev",Temperature 2 planetary bearing D2,Celsius,False,False,False,False,Wind Farm C
sensor_167,"average,std_dev,minimum,maximum",Air temp. transformer container,Celsius,False,False,False,False,Wind Farm C
sensor_168,"maximum,std_dev,minimum,average",Temperature of axial bearing 1,Celsius,False,False,False,False,Wind Farm C
sensor_169,"average,maximum,minimum,std_dev",Temperature of axial bearing 2,Celsius,False,False,False,False,Wind Farm C
sensor_170,"average,maximum,std_dev,minimum",Control box temperature,Celsius,False,False,False,False,Wind Farm C
sensor_171,"average,maximum,std_dev,minimum",Temperature converter room,Celsius,False,False,False,False,Wind Farm C
sensor_172,"average,maximum,std_dev,minimum",Converter cabinet temperature,Celsius,False,False,False,False,Wind Farm C
sensor_173,"maximum,average,std_dev,minimum",Generator temperature 1 cooling air inlet,Celsius,False,False,False,False,Wind Farm C
sensor_174,"minimum,std_dev,average,maximum",Generator temperature 2 cooling air inlet,Celsius,False,False,False,False,Wind Farm C
sensor_175,"average,minimum,std_dev,maximum",Axis 3 cooling element temperature,Celsius,False,False,False,False,Wind Farm C
sensor_176,"average,maximum,minimum,std_dev",Temperature cooling air exit,Celsius,False,False,False,False,Wind Farm C
sensor_177,"average,maximum,minimum,std_dev",Outside temperature,Celsius,False,False,False,False,Wind Farm C
sensor_178,"average,maximum,minimum,std_dev",Hydraulic oil tank temperature 1,Celsius,False,False,False,False,Wind Farm C
sensor_179,"average,maximum,minimum,std_dev",Hydraulic oil tank temperature 2,Celsius,False,False,False,False,Wind Farm C
sensor_180,"average,maximum,std_dev,minimum",Axis1 Motor temperature KTY84,Celsius,False,False,False,False,Wind Farm C
sensor_181,"average,maximum,std_dev,minimum",Axis2 Motor temperature KTY84,Celsius,False,False,False,False,Wind Farm C
sensor_182,"std_dev,average,minimum,maximum",Axis3 Motor temperature KTY84,Celsius,False,False,False,False,Wind Farm C
sensor_183,"average,minimum,std_dev,maximum",Axis 1 Motor temperature PT100,Celsius,False,False,False,False,Wind Farm C
sensor_184,"minimum,std_dev,average,maximum",Axis 2 Motor temperature PT100,Celsius,False,False,False,False,Wind Farm C
sensor_185,"minimum,std_dev,average,maximum",Axis 3 Motor temperature PT100,Celsius,False,False,False,False,Wind Farm C
sensor_186,"maximum,minimum,std_dev,average",Gearbox oil temperature 1 ,Celsius,False,False,False,False,Wind Farm C
sensor_187,"average,maximum,minimum,std_dev",Gearbox oil temperature 2,Celsius,False,False,False,False,Wind Farm C
sensor_188,"average,maximum,minimum,std_dev",Oil temperature EB transformer,Celsius,False,False,False,False,Wind Farm C
sensor_189,"average,maximum,minimum,std_dev",Gearbox oil inlet temperature 1,Celsius,False,False,False,False,Wind Farm C
sensor_190,"average,maximum,minimum,std_dev",Gearbox oil inlet temperature 2,Celsius,False,False,False,False,Wind Farm C
sensor_191,"maximum,minimum,average,std_dev",Oil temperature 1 main transformer,Celsius,False,False,False,False,Wind Farm C
sensor_192,"minimum,maximum,average,std_dev",Oil temperature 2 main transformer,Celsius,False,False,False,False,Wind Farm C
sensor_193,"maximum,minimum,std_dev,average",Temperature platform TBC200,Celsius,False,False,False,False,Wind Farm C
sensor_194,"maximum,minimum,std_dev,average",Axis 1 Rotor bearing inner ring temperature,Celsius,False,False,False,False,Wind Farm C
sensor_195,"maximum,minimum,std_dev,average",Axis 2 Rotor bearing inner ring temperature,Celsius,False,False,False,False,Wind Farm C
sensor_196,"maximum,minimum,std_dev,average",Rotor bearing temperature 1,Celsius,False,False,False,False,Wind Farm C
sensor_197,"maximum,minimum,std_dev,average",Rotor bearing temperature 2,Celsius,False,False,False,False,Wind Farm C
sensor_198,"maximum,minimum,std_dev,average",Rotor bearing temperature 3,Celsius,False,False,False,False,Wind Farm C
sensor_199,"maximum,minimum,std_dev,average",Temperature of stator winding U1,Celsius,False,False,False,False,Wind Farm C
sensor_200,"maximum,minimum,average,std_dev",Temperature of stator winding U2,Celsius,False,False,False,False,Wind Farm C
sensor_201,"maximum,minimum,average,std_dev",Temperature of stator winding V1,Celsius,False,False,False,False,Wind Farm C
sensor_202,"average,maximum,minimum,std_dev",Temperature of stator winding V2,Celsius,False,False,False,False,Wind Farm C
sensor_203,"average,minimum,maximum,std_dev",Temperature of stator winding W1,Celsius,False,False,False,False,Wind Farm C
sensor_204,"average,maximum,minimum,std_dev",Temperature of stator winding W2,Celsius,False,False,False,False,Wind Farm C
sensor_205,"average,minimum,std_dev,maximum",Temperature electrical cabinet ,Celsius,False,False,False,False,Wind Farm C
sensor_206,"average,maximum,minimum,std_dev",Temperature electrical cabinet 1,Celsius,False,False,False,False,Wind Farm C
sensor_207,"average,maximum,minimum,std_dev",Temperature electrical cabinet 2,Celsius,False,False,False,False,Wind Farm C
sensor_208,"minimum,std_dev,average,maximum",Axis 1 cooling element temperature,Celsius,False,False,False,False,Wind Farm C
sensor_209,"minimum,std_dev,maximum,average",Axis 2 cooling element temperature,Celsius,False,False,False,False,Wind Farm C
sensor_210,"maximum,minimum,std_dev,average",Electrical cabinet temperature 3/4,Celsius,False,False,False,False,Wind Farm C
sensor_211,"maximum,minimum,average,std_dev",Trigger bypass valve gearbox,%,False,False,False,False,Wind Farm C
sensor_212,"maximum,std_dev,average,minimum",24VDC power pack 1,V,False,False,False,False,Wind Farm C
sensor_213,"average,maximum,minimum,std_dev",24VDC power pack 2,V,False,False,False,False,Wind Farm C
sensor_214,"maximum,average,minimum,std_dev",Axis 1 voltage 1 battery 100%,V,False,False,False,False,Wind Farm C
sensor_215,"maximum,average,minimum,std_dev",Axis 2 Voltage 1 battery 100%,V,False,False,False,False,Wind Farm C
sensor_216,"maximum,std_dev,minimum,average",Axis 3 Voltage 1 battery 100%,V,False,False,False,False,Wind Farm C
sensor_217,"maximum,std_dev,average,minimum",Voltage 24 VDC hub,V,False,False,False,False,Wind Farm C
sensor_218,"maximum,std_dev,minimum,average",Voltage 24 VDC nacelle,V,False,False,False,False,Wind Farm C
sensor_219,"maximum,std_dev,average,minimum",Axis 1 Voltage 2 Battery 100%,V,False,False,False,False,Wind Farm C
sensor_220,"maximum,std_dev,minimum,average",Axis 2 Voltage 2 Battery 100%,V,False,False,False,False,Wind Farm C
sensor_221,"maximum,std_dev,average,minimum",Axis 3 voltage 2 battery 100%,V,False,False,False,False,Wind Farm C
sensor_222,"average,maximum,minimum,std_dev",Axis 1 Voltage battery 50%,V,False,False,False,False,Wind Farm C
sensor_223,"average,maximum,minimum,std_dev",Axis 2 Voltage battery 50%,V,False,False,False,False,Wind Farm C
sensor_224,"average,maximum,minimum,std_dev",Axis 3 Voltage battery 50%,V,False,False,False,False,Wind Farm C
sensor_225,"average,maximum,minimum,std_dev",Water conductivity QIT1,DL,False,False,False,False,Wind Farm C
sensor_226,"average,maximum,minimum,std_dev",Water pressure PT1,bar,False,False,False,False,Wind Farm C
sensor_227,"average,maximum,minimum,std_dev",Water pressure PT2,bar,False,False,False,False,Wind Farm C
sensor_228,"average,maximum,minimum,std_dev",Cooling water temp. generator inlet 1,Celsius,False,False,False,False,Wind Farm C
sensor_229,"average,minimum,std_dev,maximum",Cooling water temp. generator inlet 2,Celsius,False,False,False,False,Wind Farm C
sensor_230,"average,minimum,std_dev,maximum",Water flow,DL,False,False,False,False,Wind Farm C
sensor_231,"average,minimum,std_dev,maximum",Water pressure 1 cooling system,bar,False,False,False,False,Wind Farm C
sensor_232,"average,minimum,std_dev,maximum",Water pressure 2 cooling system,bar,False,False,False,False,Wind Farm C
sensor_233,"average,maximum,minimum,std_dev",Cooling water temp. generator outlet 1,Celsius,False,False,False,False,Wind Farm C
sensor_234,"average,maximum,minimum,std_dev",Cooling water temp. generator outlet 2,Celsius,False,False,False,False,Wind Farm C
wind_speed_235,"average,maximum,minimum,std_dev",Wind speed 1,m/s,False,False,False,False,Wind Farm C
wind_speed_236,"average,maximum,minimum,std_dev",Wind speed 1+2,m/s,False,False,False,False,Wind Farm C
wind_speed_237,"average,minimum,std_dev,maximum",Wind speed 2,m/s,False,False,False,False,Wind Farm C
